"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","coh_inc","water_content_pc","water_content_err","dry_mass_pc","dry_mass_err","density_gcm3","density_gcm3_err","P_ICP","P_ICP_sd","K_ICP","K_ICP_sd","Ca_ICP","Ca_ICP_sd","Ti_ICP","Ti_ICP_sd","Mn_ICP","Mn_ICP_sd","Fe_ICP","Fe_ICP_sd","Co_ICP","Co_ICP_sd","Ni_ICP","Ni_ICP_sd","Cu_ICP","Cu_ICP_sd","Zn_ICP","Zn_ICP_sd","As_ICP","As_ICP_sd","Rb_ICP","Rb_ICP_sd","Sr_ICP","Sr_ICP_sd","Zr_ICP","Zr_ICP_sd","Pb_ICP","Pb_ICP_sd","Th_ICP","Th_ICP_sd"
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,53804.9,200845,749884,16.38,115,2149,567,321,408826,2872,1494,1384,873,275,3933,4440,254271,47922,2.091109853,54.15974773,2.707987387,45.84025227,4.584025227,0.283876328,0.028387633,1907.808331,19.06490942,473.7956247,223.0052862,3366.405358,43.51758987,159.3219544,2.10548711,48.26462876,0.742906646,244762.4318,2521.469387,24.67115714,0.388038712,18.49534977,0.16867968,54.25753022,0.451401204,108.9295808,0.641673601,29.81581511,0.773136298,2.02301219,0.013793806,53.58134359,0.512470791,3.512118591,0.040596801,3.936977584,0.019326058,0.365718702,0.003108463
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,55096.2,249202,740559,15.6,125,2068,464,344,227512,3630,2364,2449,2281,798,4838,7854,396920,64402,1.784562781,79.92749239,3.996374619,20.07250761,2.007250761,0.233658379,0.023365838,3740.72618,50.17060239,519.5682507,257.8592821,6376.14109,151.4025643,247.3342292,5.109463262,71.25145017,1.139627929,33059.50476,411.0830407,30.22335953,0.347057047,15.52691154,0.153207334,93.06939632,0.991321257,242.3611357,4.004351166,13.38786455,0.172694261,3.033425815,0.053768638,126.2966844,0.909448982,6.610934788,0.094285182,3.489982864,0.053218462,0.532835757,0.004931813
"Bird Island","BI10","BI10.9",353,345.7,346.7,346.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.1542995,2.957714975,40.8457005,4.08457005,0.537569421,0.053756942,726.3242938,7.848344827,590.2581944,228.613992,1649.910749,40.34084046,196.7910903,4.984319348,40.04154754,0.866207334,259743.8529,898.0819663,31.69988747,0.264826557,16.50037866,0.144708642,46.16790206,0.389325096,46.41044203,0.495743354,33.63062821,0.630236272,2.023599773,0.052966573,26.73253921,0.149000056,3.215918511,0.027953202,3.841771896,0.06841699,0.221542724,0.000709409
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,57884.1,231407,686261,14.78,353,2836,1068,404,197210,1403,1793,1762,111,436,6487,7927,373937,59675,1.755612348,75.51545368,3.775772684,24.48454632,2.448454632,0.271119644,0.027111964,4761.875299,30.36296028,2355.45594,816.8976853,6975.754499,274.4419208,799.193679,23.04972736,63.1732016,1.032756436,19940.78074,195.2603694,5.120949268,0.044446999,8.855748872,0.059897145,61.1989585,0.484100081,50.4248919,0.745226883,5.486958807,0.08884197,12.19802273,0.459798787,152.5618881,1.310436979,25.31019839,0.350281555,5.131125425,0.052935455,1.245198413,0.027091858
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,53415.6,208585,765983,14.46,332,3559,892,522,391225,3455,1736,1298,1592,261,6775,4676,272546,49452,1.813896864,75.42653024,3.771326512,24.57346976,2.457346976,0.306744795,0.030674479,4611.136234,33.19747396,1070.885179,427.93975,6849.57438,146.3509218,482.4222414,13.2812371,70.44102514,1.552356955,91742.56196,2210.042469,76.74575589,1.991003144,30.78295408,0.919411339,84.15061701,1.054966543,199.4152519,1.966916731,10.06036084,0.205877938,4.992973415,0.124594431,138.0986394,3.800967424,9.681378018,0.061403622,6.041542002,0.028948675,0.81296146,0.006029443
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,109662.7,414094,1351860,28.04,247,4891,1125,769,553970,4317,3477,3599,1260,465,10233,10781,607596,101308,3.335774799,77.82667862,3.891333931,22.17332138,2.217332138,0.217762879,0.021776288,5476.238187,44.56145304,1739.758107,627.1074323,7954.492393,112.904805,927.4315698,12.88564894,100.6908119,1.179209481,63330.72521,818.7355802,33.30735274,0.338289287,18.94940307,0.152496095,69.48540749,0.847400448,155.6838291,0.659026021,17.98872607,0.108961756,9.175578982,0.009274375,172.6424549,2.126521142,18.17108513,0.431769602,10.90930959,0.055230939,1.325701748,0.018963946
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,59920.4,232137,737395,16,224,2740,692,571,284586,2492,1971,1366,328,1055,6887,5888,342564,58110,1.866361701,77.00109282,3.850054641,22.99890718,2.299890718,0.291571616,0.029157162,4996.075153,52.11628875,1447.271106,470.971649,6910.359074,99.46866164,541.6620458,6.468674827,69.28334701,0.809799887,69886.15056,651.9486024,17.29854042,0.049507222,16.74430526,0.065879465,96.04739856,0.836309314,106.4331106,0.572822095,12.94872931,0.192691994,7.537000498,0.16325235,142.7753473,1.931616323,10.27576935,0.187219683,7.2235317,0.082032731,0.9882166,0.017709204
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,55815.2,203166,606034,13.85,199,2453,648,409,191981,1344,1872,1763,247,1204,6224,5874,313168,52247,1.670347968,72.13219103,3.606609551,27.86780897,2.786780897,0.364923014,0.036492301,4505.833499,31.50266064,1334.018291,545.4493081,6023.226846,96.77731334,617.6592849,3.394601775,70.46152124,0.555145222,54047.68966,417.3743136,24.79954461,0.187662858,17.31182215,0.157291165,74.97636554,0.220258,153.3540492,1.292838823,11.06391366,0.159070092,7.097707001,0.184578085,129.6985539,0.996133225,12.79708303,0.179448508,6.262183706,0.042454841,1.05208357,0.008324452
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,62260.5,223187,692567,15.74,161,2419,724,357,234200,1665,1911,1704,201,319,5332,7565,351369,57936,1.814769867,78.69058332,3.934529166,21.30941668,2.130941668,0.239273227,0.023927323,6066.004862,40.91124585,3262.422113,1005.382976,8005.462824,147.2086058,862.5856098,15.31657184,97.8957421,1.441879782,40132.04847,295.2089979,9.040037779,0.114474506,10.00803438,0.051752058,55.15725169,0.118938531,63.73190593,0.856844166,8.61116978,0.232102114,14.36128756,0.211659558,153.3496638,2.167962906,18.27558905,0.220152357,4.279527789,0.028118065,1.483670914,0.004179591
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,68376.1,251719,824611,17.56,309,3327,938,595,342159,2611,2219,1769,857,499,5910,7036,365080,61049,2.007860888,72.08217607,3.604108804,27.91782393,2.791782393,0.329623388,0.032962339,4548.665534,59.92319496,2439.861236,757.6437819,8103.945816,176.7489113,859.4671757,5.986441722,81.91402797,0.649961199,54152.91453,901.2653807,19.75221569,0.192516402,13.25060411,0.079029689,94.26813549,0.602079612,136.8739771,1.421346544,12.8787305,0.584735162,9.248141245,0.206388311,135.6264282,2.715802678,16.48531144,0.237707627,5.788177951,0.208124419,1.022346242,0.016719137
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,69293.5,280469,680380,16.33,80,2968,541,733,44658,494,2602,1487,162,272,3476,9379,498809,72514,1.744972995,80.30162948,4.015081474,19.69837052,1.969837052,0.222180671,0.022218067,1529.984744,25.92577122,4192.532888,1214.507924,7585.017065,119.0582216,1453.514493,20.57369583,274.0987451,7.474758189,20119.39045,302.8601579,2.860665218,0.027058096,5.370449412,0.073763255,19.4548787,0.169805204,47.14281535,0.412457182,5.442980062,0.045398161,20.02750394,0.356503119,151.7312933,1.325348387,23.6965254,0.126505307,1.683004451,0.00603126,1.28523096,0.007747074
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,70976.3,239502,752324,16.45,222,2606,796,650,271901,3231,2131,1691,605,489,3429,7261,367294,61766,2.018234765,77.7103679,3.885518395,22.2896321,2.22896321,0.30863854,0.030863854,3049.762594,32.38070392,2645.007056,831.194612,7317.516566,219.0972257,1096.289357,31.68024497,78.69369569,2.21352713,51021.42539,1449.62635,7.991640436,0.149589066,10.48748493,0.170240055,71.22393581,1.506837827,61.90931635,1.442324435,10.25687008,0.232367414,10.62373635,0.249305115,121.4529542,1.405222576,19.25420696,0.306869951,5.804511688,0.123140897,1.176556743,0.015856583
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,66495.3,245901,826503,15.61,154,3832,416,429,363183,2630,2211,2232,2991,358,3951,6414,351906,59886,1.873933754,81.45962317,4.072981159,18.54037683,1.854037683,0.227770281,0.022777028,4735.07879,29.00454409,1279.071246,462.2106416,7179.414733,219.243921,439.7704209,9.598344787,60.23512043,1.406740407,34088.22199,467.7014564,18.03152781,0.074044402,13.21962289,0.067443449,87.44578681,0.43151217,97.22108231,0.698201201,10.42234441,0.129991788,4.89161886,0.051066703,127.9383347,0.485558929,10.69155001,0.147620518,7.064103822,0.043039341,0.712875407,0.000529873
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,67403.7,241876,672868,14.97,440,4134,1205,687,151415,1846,2197,2088,53,882,9332,8063,394922,62798,1.749178582,71.75925287,3.587962643,28.24074713,2.824074713,0.335520162,0.033552016,5919.405954,68.86079287,2999.419337,967.0211811,9461.06745,314.1395737,2545.357841,41.02197568,321.8666456,8.368333361,28823.89617,530.2032916,10.38688508,0.082678757,11.44865692,0.089667997,55.06983208,0.437392273,72.67126101,0.475237559,5.803672169,0.111394115,11.2517643,0.064356608,230.1968823,2.48800676,30.86414748,0.245132518,8.029088504,0.030559369,1.531836996,0.001421073
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,67777.8,242673,695243,14.94,459,4114,1175,682,175686,2301,2243,2145,587,589,8706,8294,392093,64823,1.819074191,82.01865964,4.100932982,17.98134036,1.798134036,0.185813281,0.018581328,4906.390605,12.8149241,1873.201141,661.8703278,8311.822141,243.7283369,713.4399266,14.05510364,107.9334325,2.989644718,30935.30845,285.0900353,11.60935571,0.11557168,13.02193372,0.068041373,79.709217,0.911979751,70.91847569,0.98294395,7.78759488,0.032605693,7.62089899,0.13765217,147.1050077,0.981019187,14.88976145,0.24262062,8.426327912,0.091387716,0.982574616,0.014120026
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,68565.4,242942,679453,15.3,247,3361,945,582,148041,2559,2302,2148,408,470,7117,9409,406245,65057,1.761574235,77.5535611,3.877678055,22.4464389,2.24464389,0.281896254,0.028189625,4743.51956,104.9738041,2896.949952,901.8791875,4039.228505,118.4041127,623.497368,13.29859263,98.07001331,1.92257992,34349.06054,445.4522315,11.06017577,0.081390222,10.69111482,0.081670324,49.32777324,0.323555772,61.6011836,0.476706737,6.365283876,0.032078895,14.21907028,0.130453023,90.62519465,1.806865583,13.96627653,0.338131722,7.269837559,0.088140895,1.058348396,0.006936541
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,72968.6,256594,710483,15.11,387,3383,1034,536,154820,1624,2510,1908,290,577,4539,8853,426694,66673,1.718846288,75.06123488,3.753061744,24.93876512,2.493876512,0.314653108,0.031465311,2573.483787,20.83881079,3339.764406,1047.00677,5046.388886,101.3494984,1578.677596,31.2176272,53.48002201,1.120701616,29282.54803,328.5573862,14.40052097,0.07942808,10.27959403,0.051458834,49.65090616,0.322927713,63.26427197,0.563265912,6.296183095,0.09037256,15.34553868,0.315986762,90.09213851,1.320509697,36.05342738,0.617087304,4.229160877,0.066063666,1.396057162,0.016028184
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,81351.8,279494,784162,16.13,524,4337,1721,662,170804,1852,2717,2350,234,889,6302,10133,464644,73783,1.905607877,78.71387527,3.935693764,21.28612473,2.128612473,0.257163412,0.025716341,3322.188553,52.99097299,1374.155784,526.8474966,5399.551536,155.4784276,564.5866399,11.41091288,46.9486511,0.918027483,32219.65007,365.8178032,8.58191768,0.113935315,10.7534478,0.175488371,67.64965696,0.958600155,53.82896824,0.907980366,6.546600461,0.21306347,5.803580829,0.179162331,91.69283278,2.73622133,11.59992701,0.320170369,5.623923907,0.078821248,0.82113265,0.010596606
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,76965.8,239597,707019,14.77,504,4604,1777,718,205795,2067,2139,1464,699,323,7207,7661,374967,61172,1.795204988,80.23174108,4.011587054,19.76825892,1.976825892,0.226534011,0.022653401,1212.319435,3.81968698,959.6082071,355.1815587,7612.230803,168.9409106,383.0841407,7.383390906,68.97052291,1.256631377,16700.79088,224.4526933,1.309662683,0.013947987,2.705794836,0.017698572,30.41424683,0.119474831,18.55755468,0.125641085,4.507341527,0.065271547,4.177557871,0.07241503,107.4610267,2.19863695,9.694411847,0.227113038,3.151085499,0.027796954,0.586841167,0.002855282
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,92764,328559,929027,17.9,515,4639,1387,886,210641,1048,2667,1962,206,921,4758,11301,556951,82845,1.933818776,43.1553935,2.157769675,56.8446065,5.68446065,0.773402367,0.077340237,4684.658687,40.98930044,6631.161901,2065.435552,11154.85179,310.394632,3810.984322,92.18327006,355.0818916,6.553862016,37075.7818,437.2164977,5.309682165,0.038456563,5.648759577,0.065755803,28.74922169,0.311511624,50.41642497,0.425761379,7.998732079,0.0894333,25.0506238,0.531009602,263.6699608,4.67933169,61.68487759,1.598916396,10.60472176,0.047124627,2.599471014,0.035744714
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,87486.1,189247,690201,16.06,920,5726,5218,2617,349436,2762,1528,1270,195,1994,16074,6879,222827,50242,2.722846814,68.15019044,3.407509522,31.84980956,3.184980956,0.377628666,0.037762867,4480.636884,7.550856231,5147.889503,1470.473436,11483.54156,242.7777321,2897.539841,26.18796901,201.9552017,1.015089484,29511.5462,32.1048001,4.280007535,0.041449262,7.193324268,0.051191387,39.15988603,0.099160724,62.26601894,0.072783962,7.060998051,0.166110574,21.73821403,0.324179306,227.4544094,2.714332835,60.0329846,0.581671393,9.227439886,0.098137776,2.660639192,0.035397346
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,81956.8,234220,647735,14.69,365,3473,2034,742,146234,1167,2206,1445,189,931,9448,8188,379241,61473,1.783578118,61.4854044,3.07427022,38.5145956,3.85145956,0.507021768,0.050702177,3299.466766,30.96016951,5505.035933,1603.539606,10269.18303,319.7998586,3795.356029,93.10104025,311.4480017,8.47360052,35173.56997,618.3618955,7.368448017,0.084118008,6.263265577,0.073683145,34.66157048,0.4641381,58.60550147,0.854908221,5.441478568,0.110837604,21.04953065,0.452109582,198.7277638,1.546696593,50.93045401,0.738584595,7.052044782,0.041003547,2.246205468,0.019015327
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,92066.2,267259,718174,15.4,520,3817,2162,904,133073,2039,2425,1893,126,711,7889,9687,443733,71898,1.945284172,35.36524937,1.768262469,64.63475063,6.463475063,1.003750491,0.100375049,3150.347901,22.05986399,6097.843222,1936.386236,12229.13292,864.7429197,5093.523369,50.42995617,353.3049619,9.842514542,30813.78663,1575.735471,5.122222899,0.145873046,6.301289954,0.20152179,25.95749555,0.857134355,40.82277223,1.397062702,5.26394517,0.065585643,23.73857998,0.966107219,302.9231828,5.375215015,78.78952034,1.427199314,6.654761939,0.283669051,3.325135249,0.156443082
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,86031.7,230139,639206,14.54,423,3402,1866,595,140478,1988,2088,1774,129,955,7476,8451,377301,63372,1.853143096,70.44739698,3.522369849,29.55260302,2.955260302,0.348543289,0.034854329,5218.223333,7.043425533,6175.999603,1855.683454,9855.628818,190.0778574,3509.410749,57.96869106,115.4337622,1.894932065,13189.89932,129.6827163,5.35222129,0.027518772,9.999536344,0.112403008,89.58971424,1.243282919,35.42302354,0.65822487,3.566731737,0.069025258,30.35980649,0.744553021,245.5928888,4.87578685,55.86097273,0.54284315,7.476387324,0.031961795,2.37928939,0.024414367
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,88126.6,239690,610013,14.44,406,3188,1191,512,54962,758,2290,2350,151,983,10078,9573,421365,65572,1.712079377,73.94626198,3.697313099,26.05373802,2.605373802,0.308842251,0.030884225,5825.980155,52.44956405,5968.444872,1958.591437,10048.24434,653.9557626,3248.960975,183.8381806,105.7636335,5.529308912,10103.92743,578.8562016,5.409379617,0.23362155,13.45589808,0.463413678,97.79698974,5.191445766,54.064265,2.19762822,3.357694565,0.043389456,28.7689376,1.015325028,254.6825264,3.27008475,50.67135824,0.810955899,8.452626598,0.312120132,2.138035712,0.09205157
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,94580.3,249913,719325,17.09,492,4014,2096,737,189520,1786,2292,2066,483,1746,12159,8977,392915,65208,1.992767275,74.61693659,3.73084683,25.38306341,2.538306341,0.275349745,0.027534974,1867.157105,9.197573139,2516.983872,857.2828993,6960.861032,157.416355,1199.537678,19.22244936,60.6622639,0.521352206,33521.67785,153.1315042,21.80830378,0.383297426,10.48832859,0.122763336,46.69505839,0.266664267,136.0251037,1.154440273,7.513560787,0.135235689,10.73581104,0.228115294,111.667296,0.974152096,21.85695903,0.227943318,4.184776208,0.042481992,0.991208795,0.007184844
"Bird Island","BI10","BI10.13",519,491,492,491.5,92226.6,237460,686108,14.72,190,3365,797,441,164341,2156,2092,2470,620,756,8947,7808,391377,64846,1.823527443,61.87547013,3.093773507,38.12452987,3.812452987,0.425132074,0.042513207,5731.950298,32.12000598,790.4601626,305.8039749,7012.381581,44.90787058,307.9839209,4.116043221,64.82600414,1.104452514,19102.04921,190.2959459,14.81752131,0.234127184,14.68864067,0.077615628,78.63602567,0.631116592,94.75874646,2.09078523,4.2798937,0.044961711,3.470088908,0.051336491,131.8281488,1.128119455,7.181000574,0.167559119,4.406393906,0.009614021,0.594316804,0.008707315
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,93390.4,237952,722135,15.55,294,3814,1200,561,222403,1577,1920,2133,377,510,9090,7376,375903,61665,1.807604251,76.88644665,3.844322333,23.11355335,2.311355335,0.242239103,0.02422391,8552.630611,86.09986976,3163.380594,1060.826347,9040.006112,121.9027865,1347.461524,14.95676567,87.95481953,1.208105913,17067.4608,48.08420766,4.1377886,0.019010108,13.66412704,0.131993681,99.33071721,5.308945902,57.03901807,0.139519515,5.021044644,0.084295908,14.31278916,0.159446453,224.4453244,2.552502686,28.83560184,0.21722532,11.05154273,0.183321819,1.626818587,0.027086211
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,85979.7,219692,752442,14.2,548,4959,1674,1207,324618,2732,2102,3758,1691,882,12385,6583,307158,55470,1.812110093,72.94537302,3.647268651,27.05462698,2.705462698,0.408877653,0.040887765,7419.560931,130.1713155,6266.517708,1913.941942,11396.20863,173.5311002,2883.518514,39.47106595,169.8695081,6.194816384,32079.57549,646.9348498,10.38268079,0.298178052,13.11407391,0.450378152,78.85879013,2.91695892,47.08824283,2.313488133,6.288348336,0.156785698,25.23019472,0.998221456,262.4737246,2.533130332,49.62591564,0.75197774,10.71886514,0.095384019,2.562984296,0.028069395
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,87384.4,226662,769629,13.76,379,5553,917,676,314909,2889,2360,5498,2961,44,11304,6315,331343,55573,1.679936634,81.7476315,4.087381575,18.2523685,1.82523685,0.161209432,0.016120943,8532.394848,27.06455729,1326.826528,440.8838882,7680.69076,235.9017829,440.1427786,8.564769473,77.40139067,1.444532107,40180.34818,163.829273,32.08267707,0.182515294,54.67369247,0.401191653,273.7512725,0.443798565,160.9095737,2.671233854,6.723116051,0.083862022,4.409343496,0.109085804,198.8915063,1.2109063,8.837063052,0.072120194,2.529190132,0.009725697,0.669759257,0.001692966
"Bird Island","BI10","BI10.13",530,505.3,507,506.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.92075639,4.09603782,18.07924361,1.807924361,0.214628864,0.021462886,12235.54505,143.2273783,1320.280768,446.5109687,9482.062561,255.4340906,397.5157649,6.988003056,99.77811311,1.461999549,40694.15075,799.458668,29.24265082,0.0524428,48.45476598,0.449548031,234.2598755,1.125921691,164.7979468,1.611921043,4.834596987,0.04539848,4.04687889,0.106037677,271.8432875,2.636580137,7.931093304,0.07114659,3.059489395,0.009479661,0.660878379,0.007256785
